id_pegawai,jk,tgl_lahir,rumpun_ilmu,stat_aktif,stat_pegawai,ikatan_kerja,pendidikan,pangkat,jabatan_akademik,sertifikasi,tahun_sertifikasi,tgl_jabatan_akademik,jenj_prodi,prodi,fakultas,usia,kelompok_usia,status_sertifikasi,mendekati_pensiun
224,P,1992-06-13,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2023-08-01,S1,Sains Informasi,FISIP,34,30-40,Bersertifikat,False
225,L,1968-12-17,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2010.0,2009-01-01,S1,Manajemen,FISIP,58,>55,Bersertifikat,True
226,P,1993-09-08,RUMPUN ILMU FORMAL,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2022-07-01,S1,Sistem Informasi,FIK,33,30-40,Belum,False
227,P,1962-02-27,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2011.0,2007-09-01,S1,Manajemen,FISIP,64,>55,Bersertifikat,True
228,P,1975-08-22,RUMPUN ILMU FORMAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2012.0,2012-01-01,S1,Sistem Informasi,FIK,51,51-55,Bersertifikat,False
229,L,1998-01-25,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Kesehatan Masyarakat,FIKES,28,<30,Belum,False
230,L,1979-11-12,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Kedokteran,FK,47,41-50,Belum,False
231,P,1967-06-25,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2016.0,2023-07-03,S1,Kesehatan Masyarakat,FIKES,59,>55,Bersertifikat,True
232,L,1986-11-30,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2024.0,2021-03-01,S1,Ilmu Politik,FISIP,40,30-40,Bersertifikat,False
233,L,1964-12-10,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S3,IV/d - Pembina Utama Madya,Lektor,Belum Sertifikasi,,2022-02-01,S1,Ilmu Politik,FISIP,62,>55,Belum,True
234,P,1975-08-22,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2020.0,2022-11-01,S1,Kedokteran,FK,51,51-55,Bersertifikat,False
235,L,1989-07-15,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2019.0,2023-07-03,S1,Informatika,FIK,37,30-40,Bersertifikat,False
236,P,1974-06-11,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,52,51-55,Belum,False
237,P,1971-07-09,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2015.0,2007-05-01,S1,Teknik Elektro,FT,55,51-55,Bersertifikat,False
238,P,1976-09-18,Tidak Terdefinisi,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Teknik Elektro,FT,50,41-50,Belum,False
239,L,1990-01-08,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S3,III/c - Penata,Lektor,Belum Sertifikasi,,2024-05-01,S1,Kesehatan Masyarakat,FIKES,36,30-40,Belum,False
240,P,1990-07-22,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,D3,Perbankan dan Keuangan,FEB,36,30-40,Belum,False
241,L,1989-07-18,Tidak Terdefinisi,TUGAS BELAJAR,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2020-02-01,S1,Teknik Industri,FT,37,30-40,Belum,False
242,L,1960-11-01,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2011.0,2001-01-01,S1,Manajemen,FISIP,66,>55,Bersertifikat,True
243,L,1984-07-16,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2019.0,2022-01-01,S1,Manajemen,FISIP,42,41-50,Bersertifikat,False
244,L,1980-02-15,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2020.0,2022-10-01,S2,Akuntansi,FEB,46,41-50,Bersertifikat,False
245,P,1989-06-05,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2022.0,2022-05-01,S1,Keperawatan,FIKES,37,30-40,Bersertifikat,False
246,P,1989-05-01,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2023-06-05,S1,Farmasi,FIKES,37,30-40,Belum,False
247,P,1981-12-16,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2022-08-01,S1,Kedokteran,FK,45,41-50,Belum,False
248,P,1986-03-09,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2020.0,2023-05-03,Profesi,Pendidikan Profesi Ners,FK,40,30-40,Bersertifikat,False
249,P,1996-03-21,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Ekonomi Pembangunan,FEB,30,<30,Belum,False
250,L,1971-06-26,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2022-05-01,S2,Ilmu Politik,FISIP,55,51-55,Belum,False
251,L,1961-10-22,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/e - Pembina Utama,Profesor,Sertifikasi Dosen,2018.0,2023-05-01,S2,Sains Biomedis,FIKES,65,>55,Bersertifikat,True
252,L,1985-04-10,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,III/d - Penata Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Ilmu Komunikasi,FISIP,41,41-50,Belum,False
253,L,1995-08-20,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Hukum,FH,31,30-40,Belum,False
254,L,1994-08-22,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,D3,Sistem Informasi,FIK,32,30-40,Belum,False
255,P,1985-01-02,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2017.0,2019-05-01,S1,Gizi,FIKES,41,41-50,Bersertifikat,False
256,L,1988-07-14,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-05-03,S1,Fisioterapi,FIKES,38,30-40,Belum,False
257,P,1990-07-16,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2020-03-31,S1,Hukum Bisnis,FH,36,30-40,Belum,False
258,L,1986-07-15,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2019-04-21,S1,Hubungan Internasional,FH,40,30-40,Belum,False
259,P,1993-08-25,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2024-04-01,S1,Kedokteran,FK,33,30-40,Belum,False
260,P,1995-05-17,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2023-07-03,S1,Farmasi,FIKES,31,30-40,Belum,False
261,P,1990-12-08,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2024-05-01,S1,Ilmu Komunikasi,FISIP,36,30-40,Belum,False
262,P,1984-04-16,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2020-04-01,S1,Keperawatan,FIKES,42,41-50,Belum,False
263,L,1990-06-26,RUMPUN ILMU KEAGAMAAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2022-02-01,S1,Hukum,FH,36,30-40,Belum,False
264,P,1993-11-06,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Sistem Informasi,FIK,33,30-40,Belum,False
265,P,1987-10-07,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2019.0,2019-10-01,S1,Ilmu Komunikasi,FISIP,39,30-40,Bersertifikat,False
266,L,1968-03-11,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,58,>55,Belum,True
267,P,1990-05-20,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2022-09-01,D3,Fisioterapi,FIKES,36,30-40,Belum,False
268,L,1968-10-22,Tidak Terdefinisi,Aktif,POLRI,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,58,>55,Belum,True
269,L,1965-02-17,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tidak Tetap,S3,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Ekonomi Pembangunan,FEB,61,>55,Belum,True
270,P,1965-10-10,RUMPUN ILMU SOSIAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2017.0,2017-04-01,S1,Ilmu Komunikasi,FISIP,61,>55,Bersertifikat,True
271,P,1978-01-27,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,48,41-50,Belum,False
272,P,1966-05-18,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,60,>55,Belum,True
273,L,1985-06-04,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,41,41-50,Belum,False
274,L,1979-04-13,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,47,41-50,Belum,False
275,P,1991-04-11,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2022-06-01,S1,Ekonomi Pembangunan,FEB,35,30-40,Belum,False
276,P,1978-01-09,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,48,41-50,Belum,False
277,L,1968-11-12,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,S3,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S2,Hukum,FH,58,>55,Belum,True
278,P,1967-10-28,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/a - Pembina,Lektor,Sertifikasi Dosen,2011.0,2016-08-01,S1,Ilmu Komunikasi,FISIP,59,>55,Bersertifikat,True
279,L,1968-04-28,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,58,>55,Belum,True
280,L,1964-11-10,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,62,>55,Belum,True
281,L,1969-12-18,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S3,IV/a - Pembina,Lektor,Belum Sertifikasi,,2022-04-01,S2,Ilmu Politik,FISIP,57,>55,Belum,True
282,P,1989-12-08,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2019.0,2023-07-03,S1,Farmasi,FIKES,37,30-40,Bersertifikat,False
283,P,1959-12-14,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,67,>55,Belum,True
284,P,1987-10-06,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Sertifikasi Dosen,2018.0,2022-07-01,S1,Hukum,FH,39,30-40,Bersertifikat,False
285,L,1981-08-07,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,45,41-50,Belum,False
286,P,1978-04-12,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Profesi,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,48,41-50,Belum,False
287,L,1964-08-05,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,S3,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Sp-1,Radiologi,FK,62,>55,Belum,True
288,P,1970-02-13,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,56,>55,Belum,True
289,P,1991-03-07,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2022-12-01,S1,Akuntansi,FEB,35,30-40,Belum,False
290,L,1998-01-04,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Teknik Perkapalan,FT,28,<30,Belum,False
291,P,1960-08-16,RUMPUN ILMU SOSIAL,Aktif,PNS,Dosen Tetap,S3,IV/b - Pembina Tk. I,Lektor Kepala,Sertifikasi Dosen,,2010-01-01,S1,Manajemen,FISIP,66,>55,Bersertifikat,True
292,P,1981-06-16,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2023-06-05,S1,Kedokteran,FK,45,41-50,Belum,False
293,L,1983-12-03,RUMPUN ILMU TERAPAN,Aktif,TNI,Dosen Tidak Tetap,S2,Non-Golongan,Asisten Ahli,Belum Sertifikasi,,2024-08-01,S1,Keperawatan,FIKES,43,41-50,Belum,False
294,L,1968-10-30,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2023.0,2002-04-01,S1,Teknik Mesin,FT,58,>55,Bersertifikat,True
295,P,1988-03-29,RUMPUN ILMU FORMAL,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2021.0,2022-07-01,S1,Sistem Informasi,FIK,38,30-40,Bersertifikat,False
296,L,1987-04-01,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,39,30-40,Belum,False
297,L,1970-06-02,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2010.0,2016-05-24,S3,Hukum,FH,56,>55,Bersertifikat,True
298,P,1983-06-08,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2020-02-01,S1,Manajemen,FISIP,43,41-50,Belum,False
299,L,1960-08-21,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,IV/b - Pembina Tk. I,Lektor,Sertifikasi Dosen,2017.0,2013-02-01,S1,Manajemen,FISIP,66,>55,Bersertifikat,True
300,L,1962-06-12,Tidak Terdefinisi,Aktif,NON ASN,Pengajar nondosen,S2,Non-Golongan,Lektor,Belum Sertifikasi,,1993-09-01,S1,Informatika,FIK,64,>55,Belum,True
301,P,1992-02-18,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2021.0,2022-01-01,S1,Gizi,FIKES,34,30-40,Bersertifikat,False
302,P,1992-03-01,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2023-05-03,S1,Teknik Industri,FT,34,30-40,Bersertifikat,False
303,L,1985-02-27,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2017.0,2016-08-01,S1,Teknik Mesin,FT,41,41-50,Bersertifikat,False
304,P,1973-01-06,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor Kepala,Sertifikasi Dosen,2012.0,2023-12-01,S2,Ilmu Komunikasi,FISIP,53,51-55,Bersertifikat,False
305,P,1984-09-13,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,IV/a - Pembina,Lektor Kepala,Sertifikasi Dosen,2016.0,2023-08-01,S2,Ilmu Komunikasi,FISIP,42,41-50,Bersertifikat,False
306,P,1992-04-21,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Lektor,Belum Sertifikasi,,2023-11-01,S1,Kedokteran,FK,34,30-40,Belum,False
307,P,1998-03-05,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Teknik Elektro,FT,28,<30,Belum,False
308,P,1989-12-27,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Keperawatan,FIKES,36,30-40,Belum,False
309,L,1968-11-30,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,58,>55,Belum,True
310,L,1964-10-23,Tidak Terdefinisi,Aktif,PNS,Dosen Tetap,S3,IV/b - Pembina Tk. I,Lektor,Belum Sertifikasi,,2020-07-01,S1,Keperawatan,FIKES,62,>55,Belum,True
311,L,1991-12-12,Tidak Terdefinisi,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Kesehatan Masyarakat,FIKES,35,30-40,Belum,False
312,P,1974-03-12,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2019.0,2005-04-01,S2,Akuntansi,FEB,52,51-55,Bersertifikat,False
313,P,1982-10-15,RUMPUN ILMU SOSIAL,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2012-04-01,S1,Akuntansi,FEB,44,41-50,Belum,False
314,L,1994-04-19,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,Non-Golongan,Lektor,Belum Sertifikasi,,2022-10-11,S1,Teknik Perkapalan,FT,32,30-40,Belum,False
315,P,1990-05-25,RUMPUN ILMU FORMAL,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2020.0,2022-01-01,S1,Informatika,FIK,36,30-40,Bersertifikat,False
316,P,1970-10-27,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,56,>55,Belum,True
317,P,1990-06-21,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,36,30-40,Belum,False
318,P,1984-10-20,RUMPUN ILMU TERAPAN,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/c - Penata,Lektor,Sertifikasi Dosen,2015.0,2016-01-01,S1,Gizi,FIKES,42,41-50,Bersertifikat,False
319,L,1978-01-11,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,48,41-50,Belum,False
320,P,1974-09-10,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S3,III/d - Penata Tk. I,Lektor,Sertifikasi Dosen,2017.0,2021-01-01,S1,Teknik Perkapalan,FT,52,51-55,Bersertifikat,False
321,L,1969-10-05,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,57,>55,Belum,True
322,P,1995-07-26,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Sertifikasi Dosen,2024.0,2022-03-01,S1,Kedokteran,FK,31,30-40,Bersertifikat,False
323,L,1993-11-14,RUMPUN ILMU TERAPAN,TUGAS BELAJAR,PNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Asisten Ahli,Belum Sertifikasi,,2021-02-01,S1,Teknik Elektro,FT,33,30-40,Belum,False
324,L,1958-07-12,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S3,IV/e - Pembina Utama,Profesor,Sertifikasi Dosen,2017.0,2018-01-01,S3,Hukum,FH,68,>55,Bersertifikat,True
325,P,1983-10-20,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S3,III/c - Penata,Belum Ada,Belum Sertifikasi,,,S1,Teknik Industri,FT,43,41-50,Belum,False
326,P,1981-03-29,Tidak Terdefinisi,Aktif,ASN JF Non Dosen,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,45,41-50,Belum,False
327,L,1986-07-24,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tidak Tetap,Profesi,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,40,30-40,Belum,False
328,L,1988-05-02,RUMPUN ILMU FORMAL,Aktif,PPPK,Dosen Tetap Perjanjian Kerja Waktu Tertentu,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2017.0,2018-10-01,S1,Informatika,FIK,38,30-40,Bersertifikat,False
329,L,1975-04-14,Tidak Terdefinisi,Aktif,NON ASN,Dosen Tetap Perjanjian Kerja Waktu Tertentu,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Sp-1,Radiologi,FK,51,51-55,Belum,False
330,P,1984-02-15,RUMPUN ILMU TERAPAN,Aktif,PNS,Dosen Tetap,S2,III/c - Penata,Lektor,Sertifikasi Dosen,2023.0,2022-09-01,S1,Keperawatan,FIKES,42,41-50,Bersertifikat,False
331,L,1973-12-13,Tidak Terdefinisi,Aktif,NON ASN,Pengajar nondosen,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Keperawatan,FIKES,53,51-55,Belum,False
332,L,1971-10-15,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,55,51-55,Belum,False
333,P,1965-02-26,RUMPUN ILMU TERAPAN,Aktif,NON ASN,Dosen Tidak Tetap,S2,Non-Golongan,Belum Ada,Belum Sertifikasi,,,S1,Fisioterapi,FIKES,61,>55,Belum,True
334,P,1994-04-26,RUMPUN ILMU TERAPAN,Aktif,CPNS,Dosen Tetap,S2,III/b - Penata Muda Tk. I,Belum Ada,Belum Sertifikasi,,,S1,Farmasi,FIKES,32,30-40,Belum,False
335,L,1971-02-21,Tidak Terdefinisi,Aktif,TNI,Dosen Tidak Tetap,Sp-1,Non-Golongan,Belum Ada,Belum Sertifikasi,,,Profesi,Pendidikan Profesi Dokter,FK,55,51-55,Belum,False
